"","HUC_i","HUC_j","points_i","length_i","area_i","points_j","length_j","area_j","distance_ij"
"38232",29,196,17370,2752283.46207,1595089814.57,3489,711644.720915,931211320.671,397007.8034
"38302",59,395,2618,312023.509273,498690546.22,4662,897169.710945,2043592767.67,397479.9554
"38390",24,59,11400,1641291.23625,1203390876.26,2618,312023.509273,498690546.22,398318.6046
"38487",22,193,673,819693.164624,781914542.069,1139,246566.008858,747489017.086,399054.654
"38604",32,193,4122,815584.334193,1103268621.73,1139,246566.008858,747489017.086,399815.8378
"38613",32,204,4122,815584.334193,1103268621.73,3405,633931.66063,1246649832.2,399895.2302
"38661",27,59,13653,2093613.60365,1231105140.44,2618,312023.509273,498690546.22,400198.0382
"38794",23,204,489,553095.217362,722734396.623,3405,633931.66063,1246649832.2,401063.2802
"38846",43,179,920,329116.870826,556605641.277,657,146939.477626,219121912.887,401415.6054
"38862",29,193,17370,2752283.46207,1595089814.57,1139,246566.008858,747489017.086,401507.1014
"38924",27,208,13653,2093613.60365,1231105140.44,9352,1548478.95706,1780963677.62,402023.3146
"38936",33,403,13956,2689645.37194,1798344837.1,15441,2169803.70952,3282264497.41,402105.8345
"38969",29,59,17370,2752283.46207,1595089814.57,2618,312023.509273,498690546.22,402341.629
"38974",25,61,3170,1425934.38347,926104627.813,8912,1517995.98185,1978683680.72,402366.032
"39016",148,208,421,678967.659273,653775833.434,9352,1548478.95706,1780963677.62,402704.4807
"39040",33,54,13956,2689645.37194,1798344837.1,7496,1743542.55719,3588231108.57,402896.7049
"39142",27,195,13653,2093613.60365,1231105140.44,2964,964286.576005,1065870641.82,403628.1061
"39199",25,193,3170,1425934.38347,926104627.813,1139,246566.008858,747489017.086,404045.0536
"39272",30,176,13119,4095857.55159,2386103901.41,7281,994620.80025,1612982961.02,404554.4637
"39284",170,195,9507,921322.489428,902943239.364,2964,964286.576005,1065870641.82,404660.704
"39431",170,193,9507,921322.489428,902943239.364,1139,246566.008858,747489017.086,405871.2488
"39460",378,399,3218,5267408.29264,5592682185.73,1,1289322.80255,5423077896.19,406065.97
"39557",203,392,4917,448622.339202,503930913.697,9776,1243583.09089,2738416862.82,406793.7607
"39575",27,204,13653,2093613.60365,1231105140.44,3405,633931.66063,1246649832.2,406941.286
"39619",29,208,17370,2752283.46207,1595089814.57,9352,1548478.95706,1780963677.62,407331.4069
"39631",204,392,3405,633931.66063,1246649832.2,9776,1243583.09089,2738416862.82,407437.1363
"39904",32,195,4122,815584.334193,1103268621.73,2964,964286.576005,1065870641.82,409334.3079
"39924",33,52,13956,2689645.37194,1798344837.1,3322,644082.819848,1222412983.43,409503.5758
"40016",21,195,1267,568204.43722,755611618.824,2964,964286.576005,1065870641.82,410153.0275
"40110",22,61,673,819693.164624,781914542.069,8912,1517995.98185,1978683680.72,410859.2497
"40212",194,395,2623,483442.524083,707446827.694,4662,897169.710945,2043592767.67,411605.5305
"40301",59,148,2618,312023.509273,498690546.22,421,678967.659273,653775833.434,412242.097
"40429",21,61,1267,568204.43722,755611618.824,8912,1517995.98185,1978683680.72,413216.26
"40452",196,395,3489,711644.720915,931211320.671,4662,897169.710945,2043592767.67,413348.4556
"40554",208,395,9352,1548478.95706,1780963677.62,4662,897169.710945,2043592767.67,414157.2696
"40586",33,50,13956,2689645.37194,1798344837.1,10880,1109494.62789,1634992073.48,414425.4617
"40692",23,208,489,553095.217362,722734396.623,9352,1548478.95706,1780963677.62,415321.6239
"40824",204,393,3405,633931.66063,1246649832.2,12219,2180114.27068,2583118256.45,416568.4454
"40937",21,196,1267,568204.43722,755611618.824,3489,711644.720915,931211320.671,417467.8804
"40943",25,196,3170,1425934.38347,926104627.813,3489,711644.720915,931211320.671,417495.0795
"40947",30,196,13119,4095857.55159,2386103901.41,3489,711644.720915,931211320.671,417500.8746
"41075",29,195,17370,2752283.46207,1595089814.57,2964,964286.576005,1065870641.82,418392.8436
"41098",29,204,17370,2752283.46207,1595089814.57,3405,633931.66063,1246649832.2,418524.986
"41187",30,59,13119,4095857.55159,2386103901.41,2618,312023.509273,498690546.22,419180.6137
"41481",22,196,673,819693.164624,781914542.069,3489,711644.720915,931211320.671,421391.0508
"41595",23,59,489,553095.217362,722734396.623,2618,312023.509273,498690546.22,422339.4404
"41654",22,195,673,819693.164624,781914542.069,2964,964286.576005,1065870641.82,422756.1368
"41777",21,204,1267,568204.43722,755611618.824,3405,633931.66063,1246649832.2,423650.0886
"41942",176,393,7281,994620.80025,1612982961.02,12219,2180114.27068,2583118256.45,424959.4239
"42039",25,195,3170,1425934.38347,926104627.813,2964,964286.576005,1065870641.82,425589.8299
"42153",30,208,13119,4095857.55159,2386103901.41,9352,1548478.95706,1780963677.62,426301.2364
"42164",30,193,13119,4095857.55159,2386103901.41,1139,246566.008858,747489017.086,426384.6918
"42356",176,392,7281,994620.80025,1612982961.02,9776,1243583.09089,2738416862.82,427977.8152
"42852",25,59,3170,1425934.38347,926104627.813,2618,312023.509273,498690546.22,431584.7784
"42871",25,208,3170,1425934.38347,926104627.813,9352,1548478.95706,1780963677.62,431768.2561
"42891",193,404,1139,246566.008858,747489017.086,1,2394197.12194,3045288172.51,431947.4191
"42903",33,51,13956,2689645.37194,1798344837.1,4748,467952.886776,552135041.351,432031.6074
"42908",25,204,3170,1425934.38347,926104627.813,3405,633931.66063,1246649832.2,432062.3008
"42944",22,204,673,819693.164624,781914542.069,3405,633931.66063,1246649832.2,432346.6384
"43161",195,392,2964,964286.576005,1065870641.82,9776,1243583.09089,2738416862.82,433921.9817
"43265",176,395,7281,994620.80025,1612982961.02,4662,897169.710945,2043592767.67,434669.3023
"43303",33,190,13956,2689645.37194,1798344837.1,11327,1453769.54938,1253986034.33,434909.2021
"43460",21,208,1267,568204.43722,755611618.824,9352,1548478.95706,1780963677.62,436312.0299
"43545",195,404,2964,964286.576005,1065870641.82,1,2394197.12194,3045288172.51,436865.7793
"43667",22,208,673,819693.164624,781914542.069,9352,1548478.95706,1780963677.62,437654.6317
"43696",193,393,1139,246566.008858,747489017.086,12219,2180114.27068,2583118256.45,437808.6123
"43721",195,393,2964,964286.576005,1065870641.82,12219,2180114.27068,2583118256.45,437994.8799
"43733",193,392,1139,246566.008858,747489017.086,9776,1243583.09089,2738416862.82,438075.2414
"43843",33,179,13956,2689645.37194,1798344837.1,657,146939.477626,219121912.887,438926.7135
"44017",22,59,673,819693.164624,781914542.069,2618,312023.509273,498690546.22,440038.8935
"44143",30,204,13119,4095857.55159,2386103901.41,3405,633931.66063,1246649832.2,441090.7978
"44289",21,59,1267,568204.43722,755611618.824,2618,312023.509273,498690546.22,442193.2503
"44323",30,195,13119,4095857.55159,2386103901.41,2964,964286.576005,1065870641.82,442429.0267
"44757",176,404,7281,994620.80025,1612982961.02,1,2394197.12194,3045288172.51,445766.3478
"44901",33,178,13956,2689645.37194,1798344837.1,6188,781232.492791,601116832.259,446916.4417
"45111",204,395,3405,633931.66063,1246649832.2,4662,897169.710945,2043592767.67,448514.8024
"45206",33,177,13956,2689645.37194,1798344837.1,13356,809238.423438,1071549764.86,449171.5676
"45288",33,55,13956,2689645.37194,1798344837.1,1864,258598.894036,986638704.338,449803.4571
"45605",193,395,1139,246566.008858,747489017.086,4662,897169.710945,2043592767.67,452310.7164
"45775",176,378,7281,994620.80025,1612982961.02,3218,5267408.29264,5592682185.73,453624.2644
"45821",33,191,13956,2689645.37194,1798344837.1,12392,851620.791604,1335617285.69,453891.054
"46114",203,378,4917,448622.339202,503930913.697,3218,5267408.29264,5592682185.73,456284.2537
"46149",33,61,13956,2689645.37194,1798344837.1,8912,1517995.98185,1978683680.72,456476.3111
"46226",193,378,1139,246566.008858,747489017.086,3218,5267408.29264,5592682185.73,457117.8524
"46636",195,395,2964,964286.576005,1065870641.82,4662,897169.710945,2043592767.67,460435.1769
"48070",33,175,13956,2689645.37194,1798344837.1,17187,2353037.01825,2922732511.91,471401.0599
"48250",204,404,3405,633931.66063,1246649832.2,1,2394197.12194,3045288172.51,472926.4776
"48383",33,212,13956,2689645.37194,1798344837.1,12839,2820052.67618,3728259662.3,473877.1336
"48573",192,378,6804,254705.268791,468640572.712,3218,5267408.29264,5592682185.73,475300.4907
"49285",33,192,13956,2689645.37194,1798344837.1,6804,254705.268791,468640572.712,480887.0451
"49421",33,59,13956,2689645.37194,1798344837.1,2618,312023.509273,498690546.22,482152.16
"49790",194,404,2623,483442.524083,707446827.694,1,2394197.12194,3045288172.51,485040.8449
"49815",195,378,2964,964286.576005,1065870641.82,3218,5267408.29264,5592682185.73,485221.1556
"49822",33,203,13956,2689645.37194,1798344837.1,4917,448622.339202,503930913.697,485250.5651
"50163",33,211,13956,2689645.37194,1798344837.1,22810,1003947.61376,1482326892.8,488004.1282
"50213",179,378,657,146939.477626,219121912.887,3218,5267408.29264,5592682185.73,488358.5253
"50221",195,399,2964,964286.576005,1065870641.82,1,1289322.80255,5423077896.19,488440.051
"50811",211,404,22810,1003947.61376,1482326892.8,1,2394197.12194,3045288172.51,493185.4434
"51033",193,399,1139,246566.008858,747489017.086,1,1289322.80255,5423077896.19,494888.5718
"51124",178,378,6188,781232.492791,601116832.259,3218,5267408.29264,5592682185.73,495578.9341
"51357",211,378,22810,1003947.61376,1482326892.8,3218,5267408.29264,5592682185.73,497307.467
"51530",192,404,6804,254705.268791,468640572.712,1,2394197.12194,3045288172.51,498636.9786
"51577",190,378,11327,1453769.54938,1253986034.33,3218,5267408.29264,5592682185.73,499031.6332
"51653",203,404,4917,448622.339202,503930913.697,1,2394197.12194,3045288172.51,499611.7913
"51952",191,378,12392,851620.791604,1335617285.69,3218,5267408.29264,5592682185.73,501942.9512
"52151",33,208,13956,2689645.37194,1798344837.1,9352,1548478.95706,1780963677.62,503471.7514
"52475",33,196,13956,2689645.37194,1798344837.1,3489,711644.720915,931211320.671,506025.5566
"52933",33,194,13956,2689645.37194,1798344837.1,2623,483442.524083,707446827.694,509678.2734
"53286",204,399,3405,633931.66063,1246649832.2,1,1289322.80255,5423077896.19,512415.643
"53549",176,399,7281,994620.80025,1612982961.02,1,1289322.80255,5423077896.19,514675.98
"53748",175,404,17187,2353037.01825,2922732511.91,1,2394197.12194,3045288172.51,516279.878
"54117",177,378,13356,809238.423438,1071549764.86,3218,5267408.29264,5592682185.73,519265.7057
"54184",194,378,2623,483442.524083,707446827.694,3218,5267408.29264,5592682185.73,519821.3577
"54837",191,404,12392,851620.791604,1335617285.69,1,2394197.12194,3045288172.51,525258.5158
"55414",177,404,13356,809238.423438,1071549764.86,1,2394197.12194,3045288172.51,530276.1162
"55685",175,378,17187,2353037.01825,2922732511.91,3218,5267408.29264,5592682185.73,532602.5376
"55785",196,404,3489,711644.720915,931211320.671,1,2394197.12194,3045288172.51,533487.8244
"55871",33,176,13956,2689645.37194,1798344837.1,7281,994620.80025,1612982961.02,534258.934
"56006",178,404,6188,781232.492791,601116832.259,1,2394197.12194,3045288172.51,535390.0563
"56099",212,404,12839,2820052.67618,3728259662.3,1,2394197.12194,3045288172.51,536019.9284
"56256",204,378,3405,633931.66063,1246649832.2,3218,5267408.29264,5592682185.73,537310.2361
"56328",194,399,2623,483442.524083,707446827.694,1,1289322.80255,5423077896.19,537927.9111
"57065",50,378,10880,1109494.62789,1634992073.48,3218,5267408.29264,5592682185.73,544207.6481
"57104",33,204,13956,2689645.37194,1798344837.1,3405,633931.66063,1246649832.2,544603.2121
"57896",33,193,13956,2689645.37194,1798344837.1,1139,246566.008858,747489017.086,551639.7459
"57989",51,404,4748,467952.886776,552135041.351,1,2394197.12194,3045288172.51,552311.7853
"58058",190,404,11327,1453769.54938,1253986034.33,1,2394197.12194,3045288172.51,553003.9573
"58302",51,378,4748,467952.886776,552135041.351,3218,5267408.29264,5592682185.73,555111.9968
"58582",378,403,3218,5267408.29264,5592682185.73,15441,2169803.70952,3282264497.41,557447.8701
"58735",33,195,13956,2689645.37194,1798344837.1,2964,964286.576005,1065870641.82,558762.9907
"58777",211,399,22810,1003947.61376,1482326892.8,1,1289322.80255,5423077896.19,559054.4656
"59021",208,404,9352,1548478.95706,1780963677.62,1,2394197.12194,3045288172.51,561171.9239
"59396",50,404,10880,1109494.62789,1634992073.48,1,2394197.12194,3045288172.51,564589.5081
"59573",196,399,3489,711644.720915,931211320.671,1,1289322.80255,5423077896.19,566460.9916
"59625",155,378,17884,2205895.39613,2768996075.97,3218,5267408.29264,5592682185.73,566824.5721
"59964",179,404,657,146939.477626,219121912.887,1,2394197.12194,3045288172.51,569911.6655
"60487",175,399,17187,2353037.01825,2922732511.91,1,1289322.80255,5423077896.19,574799.4225
"60543",192,399,6804,254705.268791,468640572.712,1,1289322.80255,5423077896.19,575247.202
"60705",212,378,12839,2820052.67618,3728259662.3,3218,5267408.29264,5592682185.73,576802.169
"60736",403,404,15441,2169803.70952,3282264497.41,1,2394197.12194,3045288172.51,577083.8703
"61187",212,399,12839,2820052.67618,3728259662.3,1,1289322.80255,5423077896.19,581454.3115
"61274",52,404,3322,644082.819848,1222412983.43,1,2394197.12194,3045288172.51,582212.1813
"61427",203,399,4917,448622.339202,503930913.697,1,1289322.80255,5423077896.19,583692.0371
"61765",55,404,1864,258598.894036,986638704.338,1,2394197.12194,3045288172.51,586914.1837
"61800",208,399,9352,1548478.95706,1780963677.62,1,1289322.80255,5423077896.19,587268.826
"62378",52,378,3322,644082.819848,1222412983.43,3218,5267408.29264,5592682185.73,592593.6209
"62757",153,378,5038,635197.844155,774426440.254,3218,5267408.29264,5592682185.73,596239.1566
"63066",196,378,3489,711644.720915,931211320.671,3218,5267408.29264,5592682185.73,599327.2707
"63079",177,399,13356,809238.423438,1071549764.86,1,1289322.80255,5423077896.19,599427.2956
"63118",191,399,12392,851620.791604,1335617285.69,1,1289322.80255,5423077896.19,599770.1564
"63857",59,404,2618,312023.509273,498690546.22,1,2394197.12194,3045288172.51,606761.3092
"63903",54,404,7496,1743542.55719,3588231108.57,1,2394197.12194,3045288172.51,607155.0095
"64081",154,378,12648,996600.27872,1230838377.06,3218,5267408.29264,5592682185.73,609020.1667
"64136",157,378,6444,762387.267075,2013881876.76,3218,5267408.29264,5592682185.73,609564.2573
"64432",61,404,8912,1517995.98185,1978683680.72,1,2394197.12194,3045288172.51,612519.6893
"64565",51,399,4748,467952.886776,552135041.351,1,1289322.80255,5423077896.19,613949.4533
"64691",152,378,4405,401341.364698,370814966.197,3218,5267408.29264,5592682185.73,615166.4654
"64721",178,399,6188,781232.492791,601116832.259,1,1289322.80255,5423077896.19,615552.2614
"65252",150,378,17952,3733456.30238,2413788748.91,3218,5267408.29264,5592682185.73,621721.5988
"65416",53,378,4682,912665.799095,1487622720.29,3218,5267408.29264,5592682185.73,623492.6867
"65438",55,399,1864,258598.894036,986638704.338,1,1289322.80255,5423077896.19,623784.4633
"65456",155,404,17884,2205895.39613,2768996075.97,1,2394197.12194,3045288172.51,623958.8349
"65526",157,404,6444,762387.267075,2013881876.76,1,2394197.12194,3045288172.51,624556.1378
"65714",53,404,4682,912665.799095,1487622720.29,1,2394197.12194,3045288172.51,626804.3913
"65909",148,378,421,678967.659273,653775833.434,3218,5267408.29264,5592682185.73,628843.4166
"65948",59,399,2618,312023.509273,498690546.22,1,1289322.80255,5423077896.19,629246.3587
"66261",54,378,7496,1743542.55719,3588231108.57,3218,5267408.29264,5592682185.73,632477.222
"66500",50,399,10880,1109494.62789,1634992073.48,1,1289322.80255,5423077896.19,635124.9184
"66555",208,378,9352,1548478.95706,1780963677.62,3218,5267408.29264,5592682185.73,635649.231
"66699",55,378,1864,258598.894036,986638704.338,3218,5267408.29264,5592682185.73,637086.4549
"66717",190,399,11327,1453769.54938,1253986034.33,1,1289322.80255,5423077896.19,637261.459
"66808",52,399,3322,644082.819848,1222412983.43,1,1289322.80255,5423077896.19,638374.6128
"66817",156,378,11821,2108768.4648,2399304474.9,3218,5267408.29264,5592682185.73,638476.5206
"67044",61,399,8912,1517995.98185,1978683680.72,1,1289322.80255,5423077896.19,640974.6463
